BehaviorSpace results (NetLogo 6.4.0),Spreadsheet version 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,75,0,14,78,0,14,74,4,14,71,7,14,73,4,14,69,3,14,67,1,14,80,0,14,77,1,14,75,0,14,70,6,14,74,0,14,79,1,14,74,1,14,78,1,14,68,7,14,75,2,14,78,1,14,78,1,14,80,0,14,76,0,14,75,0,14,77,0,14,76,2,14,73,2,14,78,2,14,77,0,14,74,3,14,76,4,14,78,2,14,73,4,14,75,0,14,72,4,14,73,7,14,79,0,14,78,2,14,71,6,14,80,0,14,78,2,14,80,0,14,73,0,14,69,7,14,77,0,14,75,2,14,79,1,14,74,1,14,73,4,14,68,4,14,73,4,14,76,1
,15,75,0,15,78,0,15,74,4,15,71,7,15,73,4,15,69,3,15,67,1,15,80,0,15,77,1,15,75,0,15,70,6,15,74,0,15,79,1,15,74,1,15,78,1,15,68,7,15,75,2,15,78,1,15,78,1,15,79,1,15,76,0,15,75,0,15,77,0,15,76,2,15,73,2,15,78,2,15,77,0,15,74,3,15,76,4,15,78,2,15,73,4,15,75,0,15,71,5,15,72,8,15,79,0,15,78,2,15,71,6,15,80,0,15,78,2,15,80,0,15,73,0,15,69,7,15,77,0,15,75,2,15,79,1,15,74,1,15,73,4,15,68,4,15,72,5,15,76,1
,16,75,0,16,78,0,16,74,4,16,71,7,16,73,4,16,69,3,16,67,1,16,80,0,16,77,1,16,75,0,16,69,7,16,74,0,16,79,1,16,74,1,16,77,2,16,68,7,16,75,2,16,77,2,16,77,2,16,79,1,16,76,0,16,75,0,16,77,0,16,76,2,16,73,2,16,78,2,16,76,1,16,74,3,16,75,5,16,78,2,16,73,4,16,75,0,16,71,5,16,72,8,16,79,0,16,78,2,16,71,6,16,80,0,16,77,3,16,80,0,16,73,0,16,68,8,16,77,0,16,75,2,16,79,1,16,74,1,16,72,5,16,68,4,16,71,6,16,76,1
,17,75,0,17,78,0,17,74,4,17,71,7,17,73,4,17,69,3,17,67,1,17,80,0,17,77,1,17,75,0,17,69,7,17,74,0,17,79,1,17,74,1,17,77,2,17,68,7,17,75,2,17,77,2,17,76,3,17,79,1,17,76,0,17,75,0,17,77,0,17,76,2,17,73,2,17,78,2,17,76,1,17,74,3,17,74,6,17,78,2,17,73,4,17,75,0,17,71,5,17,71,9,17,79,0,17,78,2,17,70,7,17,80,0,17,76,4,17,80,0,17,73,0,17,67,9,17,77,0,17,75,2,17,79,1,17,74,1,17,72,5,17,67,5,17,70,7,17,76,1
,18,75,0,18,78,0,18,74,4,18,71,7,18,73,4,18,69,3,18,67,1,18,80,0,18,77,1,18,75,0,18,68,8,18,74,0,18,79,1,18,74,1,18,77,2,18,67,8,18,75,2,18,77,2,18,74,5,18,79,1,18,76,0,18,75,0,18,77,0,18,75,3,18,73,2,18,78,2,18,76,1,18,74,3,18,74,6,18,78,2,18,73,4,18,75,0,18,71,5,18,71,9,18,79,0,18,78,2,18,68,9,18,79,1,18,76,4,18,80,0,18,73,0,18,67,9,18,77,0,18,75,2,18,79,1,18,74,1,18,72,5,18,67,5,18,70,7,18,76,1
,19,75,0,19,78,0,19,74,4,19,71,7,19,73,4,19,69,3,19,67,1,19,79,1,19,77,1,19,75,0,19,68,8,19,74,0,19,79,1,19,74,1,19,77,2,19,67,8,19,75,2,19,77,2,19,73,6,19,79,1,19,76,0,19,75,0,19,77,0,19,75,3,19,73,2,19,78,2,19,76,1,19,74,3,19,74,6,19,78,2,19,73,4,19,75,0,19,71,5,19,71,9,19,79,0,19,78,2,19,68,9,19,79,1,19,75,5,19,80,0,19,72,1,19,67,9,19,77,0,19,75,2,19,79,1,19,73,2,19,71,6,19,67,5,19,69,8,19,76,1
,20,75,0,20,77,1,20,73,5,20,71,7,20,72,5,20,69,3,20,67,1,20,79,1,20,77,1,20,75,0,20,68,8,20,74,0,20,79,1,20,74,1,20,77,2,20,67,8,20,75,2,20,77,2,20,71,8,20,78,2,20,76,0,20,75,0,20,76,1,20,75,3,20,73,2,20,77,3,20,76,1,20,74,3,20,74,6,20,78,2,20,73,4,20,75,0,20,70,6,20,71,9,20,79,0,20,78,2,20,68,9,20,79,1,20,74,6,20,80,0,20,72,1,20,67,9,20,77,0,20,75,2,20,78,2,20,72,3,20,71,6,20,67,5,20,69,8,20,76,1
,21,75,0,21,77,1,21,73,5,21,71,7,21,72,5,21,69,3,21,67,1,21,79,1,21,77,1,21,75,0,21,68,8,21,74,0,21,78,2,21,74,1,21,77,2,21,66,9,21,73,4,21,77,2,21,70,9,21,78,2,21,76,0,21,75,0,21,76,1,21,75,3,21,73,2,21,76,4,21,76,1,21,73,4,21,74,6,21,78,2,21,73,4,21,75,0,21,70,6,21,71,9,21,79,0,21,78,2,21,68,9,21,79,1,21,74,6,21,80,0,21,72,1,21,67,9,21,75,2,21,75,2,21,78,2,21,72,3,21,71,6,21,67,5,21,69,8,21,76,1
,22,75,0,22,76,2,22,73,5,22,71,7,22,71,6,22,69,3,22,67,1,22,79,1,22,77,1,22,74,1,22,68,8,22,74,0,22,77,3,22,74,1,22,77,2,22,65,10,22,73,4,22,77,2,22,70,9,22,78,2,22,76,0,22,75,0,22,76,1,22,75,3,22,73,2,22,76,4,22,76,1,22,73,4,22,74,6,22,78,2,22,73,4,22,75,0,22,70,6,22,71,9,22,79,0,22,78,2,22,68,9,22,79,1,22,74,6,22,80,0,22,72,1,22,67,9,22,75,2,22,75,2,22,78,2,22,72,3,22,71,6,22,67,5,22,69,8,22,76,1
,23,75,0,23,76,2,23,73,5,23,71,7,23,71,6,23,69,3,23,67,1,23,78,2,23,77,1,23,73,2,23,68,8,23,74,0,23,76,4,23,74,1,23,77,2,23,65,10,23,73,4,23,77,2,23,69,10,23,78,2,23,76,0,23,75,0,23,76,1,23,75,3,23,73,2,23,76,4,23,75,2,23,72,5,23,74,6,23,78,2,23,73,4,23,75,0,23,70,6,23,71,9,23,79,0,23,78,2,23,68,9,23,79,1,23,73,7,23,80,0,23,72,1,23,67,9,23,74,3,23,75,2,23,77,3,23,72,3,23,71,6,23,66,6,23,69,8,23,76,1
,24,75,0,24,76,2,24,73,5,24,71,7,24,71,6,24,69,3,24,67,1,24,78,2,24,77,1,24,72,3,24,68,8,24,74,0,24,76,4,24,74,1,24,77,2,24,64,11,24,72,5,24,77,2,24,68,11,24,78,2,24,76,0,24,75,0,24,75,2,24,75,3,24,73,2,24,75,5,24,75,2,24,71,6,24,73,7,24,78,2,24,73,4,24,75,0,24,70,6,24,71,9,24,78,1,24,78,2,24,68,9,24,79,1,24,73,7,24,80,0,24,72,1,24,66,10,24,74,3,24,75,2,24,77,3,24,72,3,24,71,6,24,66,6,24,69,8,24,76,1
,25,75,0,25,76,2,25,73,5,25,71,7,25,71,6,25,69,3,25,66,2,25,77,3,25,76,2,25,71,4,25,68,8,25,74,0,25,76,4,25,74,1,25,77,2,25,64,11,25,72,5,25,77,2,25,68,11,25,78,2,25,76,0,25,75,0,25,75,2,25,75,3,25,73,2,25,75,5,25,75,2,25,71,6,25,73,7,25,78,2,25,72,5,25,75,0,25,70,6,25,71,9,25,78,1,25,78,2,25,68,9,25,79,1,25,73,7,25,80,0,25,72,1,25,66,10,25,74,3,25,75,2,25,76,4,25,72,3,25,71,6,25,65,7,25,69,8,25,75,2
,26,75,0,26,76,2,26,73,5,26,71,7,26,71,6,26,69,3,26,65,3,26,77,3,26,76,2,26,70,5,26,68,8,26,74,0,26,76,4,26,73,2,26,77,2,26,64,11,26,72,5,26,77,2,26,68,11,26,78,2,26,75,1,26,75,0,26,75,2,26,75,3,26,73,2,26,74,6,26,75,2,26,71,6,26,73,7,26,78,2,26,72,5,26,75,0,26,70,6,26,71,9,26,78,1,26,78,2,26,68,9,26,79,1,26,73,7,26,80,0,26,71,2,26,66,10,26,73,4,26,75,2,26,76,4,26,72,3,26,71,6,26,64,8,26,69,8,26,75,2
,27,75,0,27,76,2,27,73,5,27,71,7,27,70,7,27,69,3,27,65,3,27,77,3,27,76,2,27,70,5,27,68,8,27,73,1,27,76,4,27,72,3,27,77,2,27,64,11,27,70,7,27,77,2,27,68,11,27,78,2,27,75,1,27,75,0,27,75,2,27,75,3,27,73,2,27,73,7,27,75,2,27,70,7,27,73,7,27,78,2,27,72,5,27,75,0,27,70,6,27,71,9,27,77,2,27,78,2,27,68,9,27,78,2,27,73,7,27,80,0,27,71,2,27,66,10,27,73,4,27,75,2,27,75,5,27,71,4,27,71,6,27,64,8,27,68,9,27,74,3
,28,75,0,28,76,2,28,73,5,28,71,7,28,70,7,28,69,3,28,65,3,28,77,3,28,75,3,28,70,5,28,68,8,28,73,1,28,75,5,28,72,3,28,77,2,28,64,11,28,70,7,28,77,2,28,68,11,28,78,2,28,75,1,28,75,0,28,75,2,28,75,3,28,73,2,28,73,7,28,75,2,28,70,7,28,73,7,28,77,3,28,72,5,28,75,0,28,70,6,28,71,9,28,77,2,28,78,2,28,68,9,28,77,3,28,73,7,28,80,0,28,71,2,28,66,10,28,73,4,28,75,2,28,75,5,28,71,4,28,71,6,28,64,8,28,68,9,28,74,3
,29,75,0,29,76,2,29,73,5,29,71,7,29,70,7,29,69,3,29,64,4,29,77,3,29,74,4,29,70,5,29,68,8,29,73,1,29,75,5,29,72,3,29,77,2,29,64,11,29,69,8,29,77,2,29,68,11,29,78,2,29,75,1,29,75,0,29,75,2,29,75,3,29,73,2,29,73,7,29,75,2,29,70,7,29,73,7,29,77,3,29,71,6,29,75,0,29,70,6,29,71,9,29,76,3,29,78,2,29,67,10,29,77,3,29,73,7,29,80,0,29,71,2,29,66,10,29,72,5,29,75,2,29,75,5,29,71,4,29,71,6,29,64,8,29,68,9,29,74,3
,30,75,0,30,76,2,30,73,5,30,71,7,30,70,7,30,69,3,30,64,4,30,76,4,30,74,4,30,70,5,30,68,8,30,73,1,30,75,5,30,71,4,30,77,2,30,64,11,30,69,8,30,77,2,30,68,11,30,78,2,30,75,1,30,75,0,30,75,2,30,75,3,30,72,3,30,73,7,30,75,2,30,70,7,30,73,7,30,77,3,30,71,6,30,75,0,30,70,6,30,71,9,30,76,3,30,78,2,30,67,10,30,77,3,30,73,7,30,79,1,30,70,3,30,66,10,30,72,5,30,75,2,30,75,5,30,71,4,30,71,6,30,64,8,30,68,9,30,74,3
,31,75,0,31,76,2,31,73,5,31,71,7,31,70,7,31,69,3,31,64,4,31,76,4,31,74,4,31,70,5,31,68,8,31,73,1,31,75,5,31,71,4,31,77,2,31,64,11,31,69,8,31,77,2,31,68,11,31,78,2,31,75,1,31,75,0,31,75,2,31,75,3,31,72,3,31,72,8,31,75,2,31,70,7,31,73,7,31,77,3,31,71,6,31,75,0,31,70,6,31,71,9,31,76,3,31,78,2,31,67,10,31,76,4,31,73,7,31,79,1,31,69,4,31,66,10,31,72,5,31,75,2,31,75,5,31,71,4,31,71,6,31,64,8,31,68,9,31,73,4
,32,75,0,32,76,2,32,73,5,32,71,7,32,70,7,32,69,3,32,63,5,32,75,5,32,74,4,32,70,5,32,68,8,32,73,1,32,75,5,32,71,4,32,77,2,32,63,12,32,68,9,32,77,2,32,68,11,32,78,2,32,75,1,32,75,0,32,75,2,32,75,3,32,72,3,32,71,9,32,75,2,32,70,7,32,73,7,32,76,4,32,71,6,32,75,0,32,70,6,32,71,9,32,76,3,32,78,2,32,67,10,32,76,4,32,73,7,32,79,1,32,69,4,32,66,10,32,72,5,32,75,2,32,75,5,32,71,4,32,71,6,32,64,8,32,68,9,32,71,6
,33,75,0,33,76,2,33,73,5,33,71,7,33,70,7,33,69,3,33,63,5,33,75,5,33,74,4,33,70,5,33,68,8,33,72,2,33,75,5,33,71,4,33,77,2,33,63,12,33,67,10,33,77,2,33,68,11,33,78,2,33,75,1,33,75,0,33,75,2,33,75,3,33,71,4,33,70,10,33,75,2,33,69,8,33,73,7,33,76,4,33,71,6,33,75,0,33,70,6,33,71,9,33,76,3,33,78,2,33,67,10,33,75,5,33,73,7,33,79,1,33,69,4,33,66,10,33,72,5,33,75,2,33,75,5,33,71,4,33,71,6,33,64,8,33,68,9,33,70,7
,34,75,0,34,76,2,34,73,5,34,71,7,34,70,7,34,69,3,34,63,5,34,75,5,34,74,4,34,70,5,34,68,8,34,71,3,34,75,5,34,71,4,34,77,2,34,63,12,34,67,10,34,77,2,34,68,11,34,78,2,34,75,1,34,75,0,34,75,2,34,75,3,34,71,4,34,69,11,34,75,2,34,69,8,34,73,7,34,76,4,34,71,6,34,75,0,34,70,6,34,71,9,34,75,4,34,78,2,34,67,10,34,74,6,34,73,7,34,79,1,34,68,5,34,66,10,34,72,5,34,75,2,34,75,5,34,71,4,34,70,7,34,64,8,34,68,9,34,70,7
,35,75,0,35,76,2,35,73,5,35,71,7,35,70,7,35,69,3,35,63,5,35,75,5,35,74,4,35,70,5,35,67,9,35,70,4,35,75,5,35,71,4,35,77,2,35,62,13,35,66,11,35,77,2,35,68,11,35,78,2,35,75,1,35,75,0,35,75,2,35,75,3,35,70,5,35,68,12,35,75,2,35,68,9,35,73,7,35,76,4,35,71,6,35,75,0,35,70,6,35,71,9,35,74,5,35,77,3,35,67,10,35,73,7,35,73,7,35,79,1,35,66,7,35,66,10,35,72,5,35,75,2,35,75,5,35,71,4,35,70,7,35,64,8,35,68,9,35,70,7
,36,75,0,36,76,2,36,73,5,36,71,7,36,70,7,36,69,3,36,63,5,36,75,5,36,74,4,36,70,5,36,67,9,36,70,4,36,75,5,36,70,5,36,77,2,36,62,13,36,66,11,36,77,2,36,68,11,36,78,2,36,75,1,36,73,2,36,75,2,36,75,3,36,69,6,36,68,12,36,75,2,36,68,9,36,73,7,36,76,4,36,71,6,36,75,0,36,70,6,36,71,9,36,73,6,36,76,4,36,67,10,36,72,8,36,73,7,36,79,1,36,65,8,36,66,10,36,71,6,36,75,2,36,75,5,36,71,4,36,69,8,36,63,9,36,68,9,36,70,7
,37,75,0,37,76,2,37,72,6,37,71,7,37,70,7,37,69,3,37,63,5,37,75,5,37,74,4,37,70,5,37,67,9,37,70,4,37,75,5,37,70,5,37,77,2,37,62,13,37,66,11,37,77,2,37,68,11,37,78,2,37,75,1,37,73,2,37,75,2,37,75,3,37,69,6,37,68,12,37,75,2,37,68,9,37,73,7,37,75,5,37,71,6,37,75,0,37,70,6,37,70,10,37,73,6,37,76,4,37,67,10,37,71,9,37,73,7,37,79,1,37,64,9,37,66,10,37,71,6,37,75,2,37,75,5,37,71,4,37,68,9,37,63,9,37,68,9,37,70,7
,38,75,0,38,76,2,38,71,7,38,71,7,38,70,7,38,69,3,38,63,5,38,75,5,38,74,4,38,69,6,38,67,9,38,70,4,38,75,5,38,70,5,38,77,2,38,62,13,38,66,11,38,77,2,38,68,11,38,78,2,38,75,1,38,73,2,38,75,2,38,75,3,38,68,7,38,68,12,38,75,2,38,68,9,38,73,7,38,74,6,38,71,6,38,74,1,38,70,6,38,70,10,38,73,6,38,76,4,38,67,10,38,70,10,38,73,7,38,79,1,38,64,9,38,66,10,38,71,6,38,75,2,38,75,5,38,71,4,38,67,10,38,63,9,38,67,10,38,70,7
,39,75,0,39,76,2,39,70,8,39,71,7,39,70,7,39,69,3,39,63,5,39,75,5,39,73,5,39,69,6,39,66,10,39,70,4,39,75,5,39,70,5,39,77,2,39,62,13,39,66,11,39,77,2,39,68,11,39,78,2,39,75,1,39,73,2,39,75,2,39,75,3,39,68,7,39,68,12,39,75,2,39,68,9,39,73,7,39,74,6,39,70,7,39,74,1,39,70,6,39,69,11,39,73,6,39,76,4,39,67,10,39,70,10,39,73,7,39,79,1,39,64,9,39,66,10,39,70,7,39,75,2,39,75,5,39,71,4,39,66,11,39,63,9,39,66,11,39,70,7
,40,75,0,40,76,2,40,69,9,40,71,7,40,70,7,40,69,3,40,63,5,40,73,7,40,72,6,40,69,6,40,66,10,40,69,5,40,74,6,40,70,5,40,77,2,40,62,13,40,66,11,40,77,2,40,68,11,40,78,2,40,75,1,40,72,3,40,75,2,40,75,3,40,67,8,40,67,13,40,75,2,40,68,9,40,73,7,40,74,6,40,69,8,40,74,1,40,70,6,40,69,11,40,73,6,40,75,5,40,67,10,40,70,10,40,73,7,40,79,1,40,64,9,40,66,10,40,70,7,40,75,2,40,75,5,40,71,4,40,66,11,40,63,9,40,66,11,40,70,7
,41,75,0,41,76,2,41,69,9,41,70,8,41,70,7,41,68,4,41,62,6,41,73,7,41,72,6,41,69,6,41,66,10,41,69,5,41,74,6,41,70,5,41,77,2,41,62,13,41,66,11,41,77,2,41,68,11,41,78,2,41,75,1,41,71,4,41,75,2,41,75,3,41,66,9,41,66,14,41,75,2,41,68,9,41,73,7,41,74,6,41,69,8,41,73,2,41,70,6,41,69,11,41,73,6,41,75,5,41,67,10,41,69,11,41,73,7,41,79,1,41,63,10,41,66,10,41,70,7,41,75,2,41,74,6,41,71,4,41,66,11,41,63,9,41,66,11,41,70,7
,42,75,0,42,76,2,42,69,9,42,70,8,42,70,7,42,67,5,42,62,6,42,73,7,42,72,6,42,69,6,42,65,11,42,69,5,42,74,6,42,70,5,42,77,2,42,62,13,42,66,11,42,77,2,42,68,11,42,78,2,42,75,1,42,71,4,42,75,2,42,75,3,42,65,10,42,66,14,42,75,2,42,68,9,42,73,7,42,74,6,42,69,8,42,73,2,42,70,6,42,69,11,42,73,6,42,75,5,42,67,10,42,68,12,42,73,7,42,79,1,42,63,10,42,66,10,42,70,7,42,75,2,42,73,7,42,71,4,42,64,13,42,63,9,42,65,12,42,70,7
,43,75,0,43,76,2,43,68,10,43,69,9,43,69,8,43,67,5,43,62,6,43,71,9,43,72,6,43,69,6,43,65,11,43,69,5,43,74,6,43,70,5,43,77,2,43,62,13,43,65,12,43,77,2,43,68,11,43,78,2,43,75,1,43,69,6,43,75,2,43,75,3,43,65,10,43,66,14,43,75,2,43,68,9,43,72,8,43,74,6,43,69,8,43,73,2,43,70,6,43,69,11,43,73,6,43,75,5,43,67,10,43,68,12,43,73,7,43,78,2,43,63,10,43,66,10,43,70,7,43,75,2,43,73,7,43,71,4,43,64,13,43,63,9,43,65,12,43,69,8
,44,75,0,44,76,2,44,68,10,44,69,9,44,68,9,44,67,5,44,62,6,44,71,9,44,72,6,44,69,6,44,65,11,44,69,5,44,74,6,44,70,5,44,77,2,44,62,13,44,65,12,44,77,2,44,68,11,44,78,2,44,75,1,44,69,6,44,75,2,44,75,3,44,65,10,44,66,14,44,75,2,44,68,9,44,71,9,44,74,6,44,69,8,44,73,2,44,70,6,44,68,12,44,73,6,44,75,5,44,67,10,44,68,12,44,73,7,44,78,2,44,63,10,44,66,10,44,70,7,44,75,2,44,73,7,44,71,4,44,64,13,44,63,9,44,65,12,44,69,8
,45,75,0,45,76,2,45,68,10,45,69,9,45,68,9,45,67,5,45,62,6,45,71,9,45,72,6,45,69,6,45,65,11,45,68,6,45,74,6,45,70,5,45,77,2,45,62,13,45,65,12,45,76,3,45,68,11,45,78,2,45,75,1,45,68,7,45,75,2,45,75,3,45,64,11,45,66,14,45,75,2,45,67,10,45,71,9,45,74,6,45,69,8,45,73,2,45,70,6,45,68,12,45,73,6,45,75,5,45,67,10,45,68,12,45,73,7,45,78,2,45,63,10,45,66,10,45,70,7,45,75,2,45,73,7,45,71,4,45,63,14,45,63,9,45,64,13,45,69,8
,46,75,0,46,76,2,46,68,10,46,69,9,46,67,10,46,67,5,46,62,6,46,71,9,46,72,6,46,69,6,46,64,12,46,67,7,46,74,6,46,70,5,46,77,2,46,62,13,46,65,12,46,75,4,46,68,11,46,78,2,46,75,1,46,67,8,46,75,2,46,74,4,46,63,12,46,66,14,46,75,2,46,66,11,46,71,9,46,74,6,46,69,8,46,73,2,46,69,7,46,68,12,46,73,6,46,75,5,46,67,10,46,68,12,46,73,7,46,78,2,46,63,10,46,66,10,46,70,7,46,75,2,46,73,7,46,71,4,46,63,14,46,63,9,46,64,13,46,69,8
,47,75,0,47,76,2,47,68,10,47,68,10,47,66,11,47,67,5,47,62,6,47,70,10,47,71,7,47,69,6,47,64,12,47,67,7,47,74,6,47,70,5,47,77,2,47,62,13,47,64,13,47,74,5,47,68,11,47,78,2,47,75,1,47,66,9,47,75,2,47,74,4,47,63,12,47,66,14,47,75,2,47,65,12,47,71,9,47,74,6,47,69,8,47,73,2,47,68,8,47,68,12,47,73,6,47,75,5,47,67,10,47,68,12,47,73,7,47,78,2,47,63,10,47,66,10,47,70,7,47,75,2,47,73,7,47,71,4,47,63,14,47,63,9,47,64,13,47,69,8
,48,75,0,48,76,2,48,68,10,48,68,10,48,66,11,48,66,6,48,62,6,48,70,10,48,71,7,48,69,6,48,64,12,48,67,7,48,74,6,48,70,5,48,77,2,48,62,13,48,64,13,48,73,6,48,68,11,48,78,2,48,75,1,48,66,9,48,75,2,48,74,4,48,63,12,48,66,14,48,75,2,48,65,12,48,71,9,48,74,6,48,69,8,48,73,2,48,68,8,48,67,13,48,73,6,48,75,5,48,67,10,48,67,13,48,73,7,48,78,2,48,63,10,48,66,10,48,70,7,48,75,2,48,73,7,48,71,4,48,61,16,48,63,9,48,64,13,48,69,8
,49,75,0,49,76,2,49,68,10,49,67,11,49,65,12,49,66,6,49,62,6,49,70,10,49,71,7,49,69,6,49,64,12,49,67,7,49,74,6,49,70,5,49,77,2,49,62,13,49,64,13,49,71,8,49,68,11,49,78,2,49,75,1,49,66,9,49,75,2,49,73,5,49,63,12,49,66,14,49,75,2,49,65,12,49,71,9,49,74,6,49,69,8,49,73,2,49,68,8,49,65,15,49,73,6,49,75,5,49,67,10,49,67,13,49,73,7,49,78,2,49,62,11,49,66,10,49,70,7,49,75,2,49,73,7,49,71,4,49,60,17,49,63,9,49,64,13,49,69,8
,50,75,0,50,76,2,50,67,11,50,66,12,50,65,12,50,66,6,50,62,6,50,70,10,50,71,7,50,69,6,50,64,12,50,67,7,50,74,6,50,70,5,50,77,2,50,62,13,50,63,14,50,71,8,50,68,11,50,78,2,50,75,1,50,66,9,50,75,2,50,73,5,50,63,12,50,66,14,50,75,2,50,64,13,50,71,9,50,74,6,50,69,8,50,73,2,50,68,8,50,65,15,50,73,6,50,75,5,50,66,11,50,66,14,50,73,7,50,78,2,50,62,11,50,65,11,50,70,7,50,75,2,50,73,7,50,71,4,50,60,17,50,63,9,50,64,13,50,69,8
,51,75,0,51,76,2,51,67,11,51,66,12,51,65,12,51,66,6,51,62,6,51,69,11,51,71,7,51,69,6,51,64,12,51,67,7,51,74,6,51,70,5,51,77,2,51,61,14,51,63,14,51,70,9,51,67,12,51,78,2,51,75,1,51,66,9,51,75,2,51,73,5,51,62,13,51,66,14,51,75,2,51,64,13,51,71,9,51,74,6,51,69,8,51,73,2,51,67,9,51,65,15,51,73,6,51,75,5,51,66,11,51,66,14,51,73,7,51,77,3,51,62,11,51,64,12,51,70,7,51,75,2,51,73,7,51,71,4,51,60,17,51,63,9,51,64,13,51,69,8
,52,75,0,52,75,3,52,66,12,52,65,13,52,64,13,52,66,6,52,62,6,52,69,11,52,71,7,52,69,6,52,63,13,52,67,7,52,74,6,52,70,5,52,77,2,52,61,14,52,63,14,52,70,9,52,66,13,52,78,2,52,75,1,52,65,10,52,75,2,52,73,5,52,61,14,52,66,14,52,75,2,52,64,13,52,70,10,52,73,7,52,68,9,52,73,2,52,65,11,52,65,15,52,72,7,52,75,5,52,65,12,52,66,14,52,73,7,52,77,3,52,62,11,52,64,12,52,69,8,52,75,2,52,73,7,52,71,4,52,59,18,52,63,9,52,64,13,52,68,9
,53,75,0,53,75,3,53,66,12,53,65,13,53,64,13,53,66,6,53,62,6,53,69,11,53,71,7,53,69,6,53,63,13,53,67,7,53,73,7,53,69,6,53,77,2,53,61,14,53,63,14,53,70,9,53,66,13,53,77,3,53,75,1,53,65,10,53,75,2,53,73,5,53,61,14,53,66,14,53,75,2,53,63,14,53,69,11,53,73,7,53,68,9,53,73,2,53,65,11,53,65,15,53,72,7,53,75,5,53,65,12,53,66,14,53,73,7,53,77,3,53,62,11,53,64,12,53,69,8,53,75,2,53,73,7,53,71,4,53,59,18,53,63,9,53,64,13,53,68,9
,54,75,0,54,75,3,54,65,13,54,65,13,54,63,14,54,66,6,54,62,6,54,69,11,54,71,7,54,69,6,54,63,13,54,67,7,54,73,7,54,69,6,54,76,3,54,61,14,54,63,14,54,70,9,54,66,13,54,76,4,54,75,1,54,65,10,54,75,2,54,73,5,54,61,14,54,66,14,54,75,2,54,63,14,54,69,11,54,73,7,54,68,9,54,73,2,54,65,11,54,64,16,54,72,7,54,75,5,54,65,12,54,66,14,54,73,7,54,77,3,54,62,11,54,64,12,54,69,8,54,75,2,54,73,7,54,71,4,54,59,18,54,63,9,54,64,13,54,68,9
,55,75,0,55,74,4,55,64,14,55,65,13,55,63,14,55,66,6,55,61,7,55,69,11,55,71,7,55,69,6,55,63,13,55,67,7,55,73,7,55,69,6,55,76,3,55,61,14,55,63,14,55,70,9,55,66,13,55,76,4,55,75,1,55,64,11,55,75,2,55,73,5,55,61,14,55,65,15,55,75,2,55,63,14,55,69,11,55,73,7,55,68,9,55,73,2,55,65,11,55,64,16,55,72,7,55,75,5,55,65,12,55,66,14,55,73,7,55,76,4,55,62,11,55,64,12,55,68,9,55,75,2,55,73,7,55,71,4,55,59,18,55,63,9,55,64,13,55,68,9
,56,75,0,56,74,4,56,64,14,56,65,13,56,63,14,56,66,6,56,61,7,56,68,12,56,71,7,56,69,6,56,63,13,56,67,7,56,73,7,56,69,6,56,76,3,56,61,14,56,62,15,56,70,9,56,66,13,56,76,4,56,75,1,56,64,11,56,75,2,56,73,5,56,61,14,56,65,15,56,75,2,56,62,15,56,68,12,56,73,7,56,68,9,56,73,2,56,65,11,56,64,16,56,72,7,56,75,5,56,65,12,56,66,14,56,73,7,56,76,4,56,62,11,56,64,12,56,68,9,56,75,2,56,73,7,56,70,5,56,59,18,56,63,9,56,64,13,56,68,9
,57,75,0,57,74,4,57,63,15,57,65,13,57,63,14,57,66,6,57,61,7,57,68,12,57,71,7,57,69,6,57,63,13,57,67,7,57,72,8,57,69,6,57,76,3,57,61,14,57,62,15,57,70,9,57,66,13,57,76,4,57,75,1,57,64,11,57,74,3,57,73,5,57,61,14,57,65,15,57,75,2,57,62,15,57,68,12,57,73,7,57,67,10,57,73,2,57,65,11,57,64,16,57,72,7,57,75,5,57,65,12,57,66,14,57,73,7,57,76,4,57,62,11,57,64,12,57,68,9,57,74,3,57,73,7,57,70,5,57,59,18,57,63,9,57,64,13,57,68,9
